stationId,nom,latitude,longitude,Élévation,Date,PM,O3,NO2,SO2
6,Anjou,45.602846,-73.558874,51,2019-10-03,,,2,2
17,Caserne 17,45.593325,-73.637328,41,2019-10-03,9,16,5,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-03,11,17,5,
103,York/Roberval,45.464611,-73.582583,25,2019-10-03,11,15,6,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-04,9,18,4,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-04,15,17,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-04,8,18,3,1
6,Anjou,45.602846,-73.558874,51,2019-10-04,5,,5,3
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-04,8,19,4,
17,Caserne 17,45.593325,-73.637328,41,2019-10-04,8,18,3,
103,York/Roberval,45.464611,-73.582583,25,2019-10-04,19,15,7,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-05,14,18,5,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-05,17,17,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-05,14,18,4,3
6,Anjou,45.602846,-73.558874,51,2019-10-05,13,,7,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-05,11,19,6,
17,Caserne 17,45.593325,-73.637328,41,2019-10-05,31,18,7,
103,York/Roberval,45.464611,-73.582583,25,2019-10-05,17,18,5,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-06,12,14,3,3
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-06,13,14,4,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-06,11,16,4,1
6,Anjou,45.602846,-73.558874,51,2019-10-06,12,,4,2
17,Caserne 17,45.593325,-73.637328,41,2019-10-06,13,16,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-06,11,17,3,
103,York/Roberval,45.464611,-73.582583,25,2019-10-06,12,16,2,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-07,5,17,4,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-07,15,16,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-07,11,17,6,1
6,Anjou,45.602846,-73.558874,51,2019-10-07,12,,7,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-07,7,20,4,
17,Caserne 17,45.593325,-73.637328,41,2019-10-07,12,18,7,
103,York/Roberval,45.464611,-73.582583,25,2019-10-07,18,16,4,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-08,39,17,7,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-08,26,18,7,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-08,24,18,6,1
6,Anjou,45.602846,-73.558874,51,2019-10-08,30,,9,1
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-08,17,20,8,
17,Caserne 17,45.593325,-73.637328,41,2019-10-08,30,18,7,
103,York/Roberval,45.464611,-73.582583,25,2019-10-08,43,17,6,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-09,28,13,7,2
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-09,20,14,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-09,23,16,5,2
6,Anjou,45.602846,-73.558874,51,2019-10-09,29,,7,6
17,Caserne 17,45.593325,-73.637328,41,2019-10-09,26,14,5,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-09,25,15,7,
103,York/Roberval,45.464611,-73.582583,25,2019-10-09,37,13,6,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-10,12,15,3,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-10,17,14,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-10,19,18,3,6
6,Anjou,45.602846,-73.558874,51,2019-10-10,17,,5,7
17,Caserne 17,45.593325,-73.637328,41,2019-10-10,19,16,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-10,19,16,5,
103,York/Roberval,45.464611,-73.582583,25,2019-10-10,19,14,5,
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-11,18,19,4,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-11,19,19,3,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-11,14,18,3,6
6,Anjou,45.602846,-73.558874,51,2019-10-11,19,,6,7
17,Caserne 17,45.593325,-73.637328,41,2019-10-11,26,18,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-11,18,20,5,
103,York/Roberval,45.464611,-73.582583,25,2019-10-11,28,19,4,
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-12,17,20,4,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-12,13,21,3,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-12,15,19,3,4
6,Anjou,45.602846,-73.558874,51,2019-10-12,13,,3,4
17,Caserne 17,45.593325,-73.637328,41,2019-10-12,16,20,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-12,16,22,3,
103,York/Roberval,45.464611,-73.582583,25,2019-10-12,20,20,6,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-13,13,25,3,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-13,20,24,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-13,12,24,3,1
6,Anjou,45.602846,-73.558874,51,2019-10-13,15,,4,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-13,23,25,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-13,10,26,6,
103,York/Roberval,45.464611,-73.582583,25,2019-10-13,12,23,3,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-14,11,20,5,3
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-14,9,19,5,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-14,12,18,5,4
6,Anjou,45.602846,-73.558874,51,2019-10-14,18,,5,2
17,Caserne 17,45.593325,-73.637328,41,2019-10-14,34,18,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-14,9,20,5,
103,York/Roberval,45.464611,-73.582583,25,2019-10-14,16,17,4,
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-15,8,17,6,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-15,10,17,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-15,15,16,7,2
6,Anjou,45.602846,-73.558874,51,2019-10-15,10,,6,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-15,10,16,5,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-15,9,18,5,
103,York/Roberval,45.464611,-73.582583,25,2019-10-15,18,17,5,
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-16,15,20,5,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-16,18,23,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-16,14,23,7,1
6,Anjou,45.602846,-73.558874,51,2019-10-16,13,,6,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-16,16,22,7,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-16,14,25,6,
103,York/Roberval,45.464611,-73.582583,25,2019-10-16,17,22,6,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-17,9,23,2,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-17,8,20,3,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-17,8,20,2,1
6,Anjou,45.602846,-73.558874,51,2019-10-17,12,,3,3
17,Caserne 17,45.593325,-73.637328,41,2019-10-17,10,22,2,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-17,5,22,2,
103,York/Roberval,45.464611,-73.582583,25,2019-10-17,8,18,4,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-18,10,12,4,14
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-18,4,12,3,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-18,8,11,3,1
6,Anjou,45.602846,-73.558874,51,2019-10-18,12,,5,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-18,6,13,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-18,4,15,2,
103,York/Roberval,45.464611,-73.582583,25,2019-10-18,11,10,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-19,34,20,6,7
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-19,23,18,7,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-19,11,18,5,1
6,Anjou,45.602846,-73.558874,51,2019-10-19,31,,7,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-19,25,19,7,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-19,14,19,6,
103,York/Roberval,45.464611,-73.582583,25,2019-10-19,34,18,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-20,32,14,5,2
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-20,30,13,6,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-20,24,13,6,1
6,Anjou,45.602846,-73.558874,51,2019-10-20,29,,7,3
17,Caserne 17,45.593325,-73.637328,41,2019-10-20,35,14,6,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-20,24,13,7,
103,York/Roberval,45.464611,-73.582583,25,2019-10-20,61,12,6,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-21,28,18,5,5
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-21,36,16,8,3
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-21,42,15,7,4
6,Anjou,45.602846,-73.558874,51,2019-10-21,38,,7,13
17,Caserne 17,45.593325,-73.637328,41,2019-10-21,98,16,7,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-21,41,17,8,
103,York/Roberval,45.464611,-73.582583,25,2019-10-21,60,12,8,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-22,18,21,2,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-22,17,20,6,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-22,17,18,7,1
6,Anjou,45.602846,-73.558874,51,2019-10-22,22,,5,4
17,Caserne 17,45.593325,-73.637328,41,2019-10-22,13,18,5,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-22,17,21,6,
103,York/Roberval,45.464611,-73.582583,25,2019-10-22,22,19,7,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-23,8,19,6,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-23,9,19,5,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-23,6,19,5,1
6,Anjou,45.602846,-73.558874,51,2019-10-23,14,,8,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-23,11,19,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-23,7,21,4,
103,York/Roberval,45.464611,-73.582583,25,2019-10-23,10,19,5,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-24,15,17,6,4
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-24,22,19,4,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-24,8,18,6,1
6,Anjou,45.602846,-73.558874,51,2019-10-24,17,,7,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-24,17,19,6,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-24,10,20,4,
103,York/Roberval,45.464611,-73.582583,25,2019-10-24,19,19,6,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-25,25,12,6,2
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-25,15,10,6,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-25,17,12,5,1
6,Anjou,45.602846,-73.558874,51,2019-10-25,20,,7,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-25,19,13,5,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-25,10,15,4,
103,York/Roberval,45.464611,-73.582583,25,2019-10-25,31,9,6,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-26,21,20,5,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-26,14,20,4,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-26,22,20,4,1
6,Anjou,45.602846,-73.558874,51,2019-10-26,18,,6,2
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-26,12,21,9,
17,Caserne 17,45.593325,-73.637328,41,2019-10-26,17,18,6,
103,York/Roberval,45.464611,-73.582583,25,2019-10-26,24,20,7,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-27,9,17,3,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-27,9,17,2,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-27,13,16,3,1
6,Anjou,45.602846,-73.558874,51,2019-10-27,13,,4,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-27,11,17,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-27,11,17,4,
103,York/Roberval,45.464611,-73.582583,25,2019-10-27,15,16,2,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-28,33,11,5,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-28,28,10,5,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-28,32,12,5,1
6,Anjou,45.602846,-73.558874,51,2019-10-28,26,,6,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-28,30,11,6,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-28,11,14,7,
103,York/Roberval,45.464611,-73.582583,25,2019-10-28,29,11,6,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-29,9,16,5,2
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-29,11,14,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-29,13,16,4,1
6,Anjou,45.602846,-73.558874,51,2019-10-29,16,,6,1
17,Caserne 17,45.593325,-73.637328,41,2019-10-29,13,15,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-29,13,18,5,
103,York/Roberval,45.464611,-73.582583,25,2019-10-29,18,16,8,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-30,14,16,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-30,19,17,7,2
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-30,16,15,6,1
6,Anjou,45.602846,-73.558874,51,2019-10-30,20,,8,2
17,Caserne 17,45.593325,-73.637328,41,2019-10-30,18,17,6,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-30,12,17,5,
103,York/Roberval,45.464611,-73.582583,25,2019-10-30,29,13,6,
80,Saint-Joseph,45.542767,-73.572039,53,2019-10-31,20,6,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-10-31,23,7,3,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-10-31,21,7,5,1
6,Anjou,45.602846,-73.558874,51,2019-10-31,27,,5,2
17,Caserne 17,45.593325,-73.637328,41,2019-10-31,28,7,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-10-31,27,7,6,
103,York/Roberval,45.464611,-73.582583,25,2019-10-31,16,9,5,
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-01,2,16,1,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-01,3,16,2,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-01,3,16,2,1
6,Anjou,45.602846,-73.558874,51,2019-11-01,8,,2,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-01,1,17,2,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-01,3,19,2,
103,York/Roberval,45.464611,-73.582583,25,2019-11-01,46,16,2,
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-02,10,16,3,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-02,12,17,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-02,11,17,2,1
6,Anjou,45.602846,-73.558874,51,2019-11-02,8,,5,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-02,13,15,3,
103,York/Roberval,45.464611,-73.582583,25,2019-11-02,15,17,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-02,,17,6,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-03,12,14,4,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-03,12,15,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-03,16,15,3,1
6,Anjou,45.602846,-73.558874,51,2019-11-03,12,,4,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-03,13,15,4,
103,York/Roberval,45.464611,-73.582583,25,2019-11-03,12,15,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-03,,18,5,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-04,11,16,4,2
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-04,9,17,5,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-04,8,17,5,1
6,Anjou,45.602846,-73.558874,51,2019-11-04,11,,6,3
17,Caserne 17,45.593325,-73.637328,41,2019-11-04,11,16,4,
103,York/Roberval,45.464611,-73.582583,25,2019-11-04,13,18,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-04,,18,4,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-05,12,14,6,2
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-05,15,16,5,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-05,19,16,7,1
6,Anjou,45.602846,-73.558874,51,2019-11-05,17,,7,2
17,Caserne 17,45.593325,-73.637328,41,2019-11-05,15,16,6,
103,York/Roberval,45.464611,-73.582583,25,2019-11-05,18,17,5,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-05,,19,4,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-06,6,20,4,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-06,5,20,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-06,8,20,4,13
6,Anjou,45.602846,-73.558874,51,2019-11-06,9,,6,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-06,11,21,3,
103,York/Roberval,45.464611,-73.582583,25,2019-11-06,11,20,6,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-06,,21,3,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-07,18,18,6,2
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-07,14,18,7,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-07,20,19,6,1
6,Anjou,45.602846,-73.558874,51,2019-11-07,16,,7,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-07,18,20,5,
103,York/Roberval,45.464611,-73.582583,25,2019-11-07,24,19,8,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-07,6,17,2,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-08,10,15,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-08,9,16,4,3
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-08,6,16,4,1
6,Anjou,45.602846,-73.558874,51,2019-11-08,14,,6,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-08,8,16,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-08,7,17,2,
103,York/Roberval,45.464611,-73.582583,25,2019-11-08,21,12,6,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-09,11,15,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-09,10,16,4,3
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-09,10,17,4,1
6,Anjou,45.602846,-73.558874,51,2019-11-09,13,,5,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-09,13,17,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-09,10,18,5,
103,York/Roberval,45.464611,-73.582583,25,2019-11-09,13,16,4,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-10,26,16,3,2
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-10,21,16,4,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-10,16,17,2,1
6,Anjou,45.602846,-73.558874,51,2019-11-10,16,,3,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-10,19,17,2,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-10,11,18,3,
103,York/Roberval,45.464611,-73.582583,25,2019-11-10,20,16,3,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-11,8,17,5,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-11,4,19,3,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-11,8,20,2,1
6,Anjou,45.602846,-73.558874,51,2019-11-11,8,,4,2
17,Caserne 17,45.593325,-73.637328,41,2019-11-11,13,18,5,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-11,6,19,4,
103,York/Roberval,45.464611,-73.582583,25,2019-11-11,13,17,3,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-12,4,18,4,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-12,3,19,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-12,6,20,5,12
6,Anjou,45.602846,-73.558874,51,2019-11-12,8,,5,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-12,6,19,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-12,2,20,5,
103,York/Roberval,45.464611,-73.582583,25,2019-11-12,9,18,5,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-13,10,18,5,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-13,7,18,7,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-13,16,19,6,3
6,Anjou,45.602846,-73.558874,51,2019-11-13,13,,7,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-13,17,19,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-13,5,19,6,
103,York/Roberval,45.464611,-73.582583,25,2019-11-13,9,17,4,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-14,17,17,7,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-14,10,18,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-14,15,18,7,6
6,Anjou,45.602846,-73.558874,51,2019-11-14,23,,8,2
17,Caserne 17,45.593325,-73.637328,41,2019-11-14,16,17,9,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-14,11,21,7,
103,York/Roberval,45.464611,-73.582583,25,2019-11-14,19,20,3,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-15,32,18,5,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-15,28,21,3,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-15,31,21,4,6
6,Anjou,45.602846,-73.558874,51,2019-11-15,39,,5,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-15,29,21,3,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-15,31,22,5,
103,York/Roberval,45.464611,-73.582583,25,2019-11-15,37,19,5,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-16,14,19,10,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-16,37,21,8,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-16,16,20,9,1
6,Anjou,45.602846,-73.558874,51,2019-11-16,25,,10,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-16,23,20,8,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-16,16,22,7,
103,York/Roberval,45.464611,-73.582583,25,2019-11-16,19,19,8,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-17,24,17,9,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-17,31,18,8,2
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-17,38,22,8,2
6,Anjou,45.602846,-73.558874,51,2019-11-17,34,,10,3
17,Caserne 17,45.593325,-73.637328,41,2019-11-17,42,19,7,
103,York/Roberval,45.464611,-73.582583,25,2019-11-17,27,16,8,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-17,40,18,9,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-18,32,15,8,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-18,31,18,7,4
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-18,32,21,5,4
6,Anjou,45.602846,-73.558874,51,2019-11-18,32,,8,11
17,Caserne 17,45.593325,-73.637328,41,2019-11-18,23,14,5,
103,York/Roberval,45.464611,-73.582583,25,2019-11-18,38,13,10,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-18,34,12,9,
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-19,31,18,5,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-19,28,12,7,1
6,Anjou,45.602846,-73.558874,51,2019-11-19,32,,8,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-19,31,12,,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-19,34,16,7,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-19,29,14,7,
103,York/Roberval,45.464611,-73.582583,25,2019-11-19,46,10,9,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-20,29,10,7,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-20,36,7,8,1
6,Anjou,45.602846,-73.558874,51,2019-11-20,42,,9,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-20,30,8,,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-20,33,9,7,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-20,32,11,8,
103,York/Roberval,45.464611,-73.582583,25,2019-11-20,38,5,9,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-21,16,16,8,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-21,13,17,6,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-21,26,19,8,2
6,Anjou,45.602846,-73.558874,51,2019-11-21,21,,11,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-21,18,16,7,
103,York/Roberval,45.464611,-73.582583,25,2019-11-21,17,18,9,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-21,15,19,8,
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-22,20,20,4,1
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-22,19,19,5,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-22,18,18,6,17
6,Anjou,45.602846,-73.558874,51,2019-11-22,17,,6,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-22,17,21,4,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-22,15,22,1,
103,York/Roberval,45.464611,-73.582583,25,2019-11-22,16,18,3,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-23,16,20,6,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-23,11,22,4,1
3,Saint-Jean-Baptiste ,45.641026,-73.499682,19,2019-11-23,23,21,6,20
6,Anjou,45.602846,-73.558874,51,2019-11-23,17,,5,1
17,Caserne 17,45.593325,-73.637328,41,2019-11-23,19,22,6,
66,Aéroport de Montréal,45.468297,-73.741185,33,2019-11-23,13,23,6,
103,York/Roberval,45.464611,-73.582583,25,2019-11-23,18,21,5,
31,Saint-Dominique,45.512189,-73.566842,32,2019-11-24,20,13,8,1
80,Saint-Joseph,45.542767,-73.572039,53,2019-11-24,25,11,7,4
